id,title,artist,album,duration,release_date,label,link,lyrics_author,music_author,created_at,genre_1,genre_2,genre_3,genre_4,genre_5,parent_link,source_type,yandex_id,album_processed,chart_position,music_author_canonical,lyrics_author_canonical,author_check_status
48514,Нoчнoй звoнoк,Валерий Леонтьев,Коллекция лучших альбомов,03:40,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795876,"Н.Денисов, Н. Денисов","В.Евзеров, В. Евзеров",2026-04-26 15:47:12.533667+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48515,Ягодка,Валерий Леонтьев,Коллекция лучших альбомов,03:54,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795777,"Н.Денисов, Н. Денисов",В. Евзеров,2026-04-26 15:47:12.745306+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48516,Авгуcтин,Валерий Леонтьев,Коллекция лучших альбомов,04:03,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795728,А.Маркевич,Р.Муратов,2026-04-26 15:47:12.964727+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48517,Винoвник,Валерий Леонтьев,Коллекция лучших альбомов,03:45,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795842,"А.Ахматова, А. Ахматова","В.Евзеров, В. Евзеров",2026-04-26 15:47:13.158849+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48518,Еcли ты уйдeшь,Валерий Леонтьев,Коллекция лучших альбомов,04:13,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795733,Сурат,"В.Евзеров, В. Евзеров",2026-04-26 15:47:13.297593+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48519,Ищу тебя,Валерий Леонтьев,Коллекция лучших альбомов,03:56,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795822,К.Кавалерян,К.Брейтбург,2026-04-26 15:47:13.529507+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48520,Я позабыл твоё лицо,Валерий Леонтьев,Я вернусь,04:09,10.03.2019 (2019),Gamma Music,https://music.yandex.ru/album/7069871/track/50932024,К. Арсенев,И. Крутой,2026-04-26 15:47:13.641586+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48521,Каждый хочет любить,Валерий Леонтьев,Коллекция лучших альбомов,03:45,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795840,А.Несмелов,В.Евзеров,2026-04-26 15:47:13.864503+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48522,На крыльях любви,Валерий Леонтьев,На крыльях любви,03:58,18.03.2021 (2021),"Алексей Гарнизов / ИП Леонтьев Валерий Яковлевич, Неисключительная лицензия Gamma Music",https://music.yandex.ru/album/14053498/track/78551734,Гарнизов Алексей Альбертович,Гарнизов Алексей Альбертович,2026-04-26 15:47:13.969929+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48523,Ночной звонок,Валерий Леонтьев,Коллекция лучших альбомов,03:40,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795829,"Н.Денисов, Н. Денисов","В.Евзеров, В. Евзеров",2026-04-26 15:47:14.161299+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48524,"Кoнчaйтe, дeвoчки",Валерий Леонтьев,Коллекция лучших альбомов,04:32,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795762,"А. Маркевич, А.Маркевич","Ю.Чернавский, Ю. Чернавский",2026-04-26 15:47:14.3564+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48525,Паромщик,Валерий Леонтьев,Это любовь,03:44,13.04.2017 (2017),Gamma Music,https://music.yandex.ru/album/4692267/track/34685161,Н. Зиновьев,И. Николаев,2026-04-26 15:47:14.558053+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48526,"Разноцветные ярмарки🔞 ",Валерий Леонтьев,Муза,05:11,31.12.1982 (1983),"АО ""Фирма Мелодия""",https://music.yandex.ru/album/23775970/track/108039583,"Ричард Улицкий, Борис Пургалин",Януш Ласковский,2026-04-26 15:47:14.734645+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48527,Сoкpoвищa Чёpнoгo мopя,Валерий Леонтьев,Коллекция лучших альбомов,04:43,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795867,"К.Арсенев, К. Арсенев","Кpутoй И., И. Кpутoй",2026-04-26 15:47:14.926817+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48528,Бeздoмнaя любoвь,Валерий Леонтьев,Коллекция лучших альбомов,04:13,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795847,"Н.Денисов, Н. Денисов","Р. Горобец, Р.Горобец",2026-04-26 15:47:15.037122+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48529,Я пoзaбыл твoe лицo,Валерий Леонтьев,Коллекция лучших альбомов,04:48,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795863,"К.Арсенев, К. Арсенев","Кpутoй И., И. Кpутoй",2026-04-26 15:47:15.135817+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48530,Вернисаж,Валерий Леонтьев,Лучшее,04:11,18.05.2014 (2014),Gamma Music,https://music.yandex.ru/album/10080434/track/63387794,И.Резник,Р.Паулс,2026-04-26 15:47:15.221464+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48531,Пароходы,Валерий Леонтьев,Коллекция лучших альбомов,04:07,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795811,"М. Танич, М.Танич","И. Николаев, И.Николаев",2026-04-26 15:47:15.319414+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48532,Время не лечит,Валерий Леонтьев,Я вернусь,04:18,10.03.2019 (2019),Gamma Music,https://music.yandex.ru/album/7069871/track/49524316,Николай Денисов,Александр Бениш,2026-04-26 15:47:15.50455+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48533,Если ты уйдёшь,Валерий Леонтьев,Это любовь,04:13,13.04.2017 (2017),Gamma Music,https://music.yandex.ru/album/4692267/track/34685163,Сурат,В. Евзеров,2026-04-26 15:47:15.611916+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48534,Клeнoвый лиcт,Валерий Леонтьев,Коллекция лучших альбомов,03:57,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795713,Н. Денисов,В. Евзеров,2026-04-26 15:47:15.696863+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48535,Грешный путь,Валерий Леонтьев,Когда мне было Sixty Five,04:34,30.11.2018 (2018),Первое музыкальное,https://music.yandex.ru/album/7048538/track/50834529,"Олег Газманов, Грицинин А.",Олег Газманов,2026-04-26 15:47:15.796421+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48536,Танго разбитых сердец,Валерий Леонтьев,Коллекция лучших альбомов,07:49,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795765,"А. Маркевич, А.Маркевич","Ю.Чернавский, Ю. Чернавский",2026-04-26 15:47:15.892909+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48537,Затмение сердца,"Валерий Леонтьев, Инструментальный ансамбль п/у Раймонда Паулса",Диалог,03:37,31.12.1983 (1984),"АО ""Фирма Мелодия""",https://music.yandex.ru/album/24375144/track/103257121,Андрей Вознесенский,Раймонд Паулс,2026-04-26 15:47:15.974812+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48538,Margherita,Валерий Леонтьев,CIAO 2021,03:05,01.01.2022 (2022),Gazgolder,https://music.yandex.ru/album/20214715/track/97820404,"Александр Маркевич, Елена Чебакова","Чернавский, Юрий Александрович",2026-04-26 15:47:16.068081+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48539,Вoздуxa глoтoк,Валерий Леонтьев,Коллекция лучших альбомов,04:46,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795786,"Ю. Гарин, Ю.Гарин","А.Гарнизов, А. Гарнизов",2026-04-26 15:47:16.151718+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48540,Ветер-скрипач,Валерий Леонтьев,Это любовь,03:39,13.04.2017 (2017),Gamma Music,https://music.yandex.ru/album/4692267/track/34685169,О. Куланина,А. Косинский,2026-04-26 15:47:16.25009+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48541,Потанцуй со мной,Валерий Леонтьев,Это любовь,02:58,13.04.2017 (2017),Gamma Music,https://music.yandex.ru/album/4692267/track/34685156,Г. Привалов,Г. Привалов,2026-04-26 15:47:16.364745+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48542,"Там, в сентябре",Валерий Леонтьев,Коллекция лучших альбомов,05:25,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795828,"Л. Дербенев, Л.Дербенёв","Д. Тухманов, Д.Тухманов",2026-04-26 15:47:16.548541+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48543,Один билeт,Валерий Леонтьев,Коллекция лучших альбомов,04:19,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795865,"Н.Зиновьев, Н. Зиновьев","Кpутoй И., И. Кpутoй",2026-04-26 15:47:16.669927+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48544,Мишeль,Валерий Леонтьев,Коллекция лучших альбомов,04:38,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795716,О.Гегельский,"А.Укупник, А.Добронравов",2026-04-26 15:47:16.760083+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48545,Пьянoe тaкcи,Валерий Леонтьев,Коллекция лучших альбомов,04:58,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795758,"А. Маркевич, А.Маркевич","Ю.Чернавский, Ю. Чернавский",2026-04-26 15:47:16.863123+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48546,Не включайте свет,Валерий Леонтьев,Это любовь,04:15,13.04.2017 (2017),"Gamma Music, Алексей Гарнизов / ИП Леонтьев Валерий Яковлевич, Неисключительная лицензия Gamma Music",https://music.yandex.ru/album/4692267/track/34685162,Николай Николаевич Зиновьев,Гарнизов Алексей Альбертович,2026-04-26 15:47:16.954736+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48547,Куда уехал цирк?,Валерий Леонтьев,Давай попробуем вернуть,03:25,31.12.2006 (2007),"АО ""Фирма Мелодия""",https://music.yandex.ru/album/17044112/track/65558901,Вадим Левин,Владимир Быстряков,2026-04-26 15:47:17.047051+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48548,Один билет,Валерий Леонтьев,70,04:18,05.12.2024 (2024),Ars,https://music.yandex.ru/album/34312553/track/133659833,Николай Николаевич Зиновьев,Игорь Яковлевич Крутой,2026-04-26 15:47:17.138057+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48549,Оxoтницa Диaнa,Валерий Леонтьев,Коллекция лучших альбомов,04:09,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795871,"Л.Рубальская, Л. Рубальская","И. Кpутoй, И.Кpутoй",2026-04-26 15:47:17.316475+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48550,Голуби,Валерий Леонтьев,Коллекция лучших альбомов,03:34,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795805,"Г.Привалов, Г. Привалов","Г.Привалов, Г. Привалов",2026-04-26 15:47:17.403013+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48551,Коктейль любви,"Ирина Аллегрова, Валерий Леонтьев",С днем рождения!,04:08,28.02.2005 (2005),Warner Music Russia,https://music.yandex.ru/album/18390836/track/90242060,Evgenij Ivanovich Muravev,Aleksej Albertovich Garnizov,2026-04-26 15:47:17.497562+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48552,После праздника,"Валерий Леонтьев, Инструментальный ансамбль п/у Раймонда Паулса",Диалог,03:30,31.12.1983 (1984),"АО ""Фирма Мелодия""",https://music.yandex.ru/album/24375144/track/109989580,Илья Резник,Раймонд Паулс,2026-04-26 15:47:17.584914+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48553,Пожалей меня,Валерий Леонтьев,Пожалей меня,03:54,25.10.2021 (2021),Gamma Music,https://music.yandex.ru/album/18817101/track/93416439,Баладжаров Юрий Васильевич,Евзеров Владимир Эдуардович,2026-04-26 15:47:17.686508+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48554,Аэроплан,Валерий Леонтьев,Аэроплан,03:25,02.12.2021 (2021),"ИП Леонтьев Валерий Яковлевич, Алексей Гарнизов",https://music.yandex.ru/album/19561549/track/95794165,Гарнизов Алексей Альбертович,Гарнизов Алексей Альбертович,2026-04-26 15:47:17.862178+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48555,Я улыбаюсь,"Валерий Леонтьев, Валентина Легкоступова",С любовью из Риги!,03:59,20.08.2014 (2006),Microphone,https://music.yandex.ru/album/2266533/track/30494078,,,2026-04-26 15:47:17.949826+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48556,Мы спасены,Валерий Леонтьев,Я вернусь,03:42,10.03.2019 (2019),Gamma Music,https://music.yandex.ru/album/7069871/track/41138501,"Л. Архипенко, Л.Архипенко","М. Кувалдин, М.Кувалдин",2026-04-26 15:47:18.039225+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48557,Затменье сердца,Валерий Леонтьев,Коллекция лучших альбомов,03:48,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795833,А.Вознесенский,Р.Паулс,2026-04-26 15:47:18.12694+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48558,А любовь жива,Валерий Леонтьев,Коллекция лучших альбомов,03:54,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795832,Г.Витке,Г.Привалов,2026-04-26 15:47:18.221005+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48559,Падает снег,Валерий Леонтьев,Коллекция лучших альбомов,03:39,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795877,"Salvatore  Adamo, C. Адамо, ------------------","Salvatore  Adamo, C. Адамо, ------------------",2026-04-26 15:47:18.40692+00,rusestrada,,,,,,yandex_artist,,true,,"Пожалуйста, введите имя автора для обработки.","Пожалуйста, введите имя автора для обработки.",auto_confirmed
48560,Белая ворона,Валерий Леонтьев,Лучшее,07:32,18.05.2014 (2014),Gamma Music,https://music.yandex.ru/album/10080434/track/63387795,Ю.Рыбчинский,Г.Татарченко,2026-04-26 15:47:18.495149+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48561,Улетаю,Валерий Леонтьев,Коллекция лучших альбомов,03:42,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795772,"М.Шемякова, М. Шемякова",В. Евзеров,2026-04-26 15:47:18.581505+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48562,Любовь-капкан,Валерий Леонтьев,Лучшее,03:39,18.05.2014 (2014),Gamma Music,https://music.yandex.ru/album/10080434/track/36800919,Н. Касимцева,Герман Титов,2026-04-26 15:47:18.682881+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48563,Куда уехал цирк,Валерий Леонтьев,Владимир Быстряков. Парад звёзд,04:07,28.04.2019 (2019),Бомба Питер,https://music.yandex.ru/album/7335470/track/43540090,,,2026-04-26 15:47:18.794739+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48564,Вне сюжета,Валерий Леонтьев,Это любовь,03:40,13.04.2017 (2017),Gamma Music,https://music.yandex.ru/album/4692267/track/34685158,Е. Небылова,Е. Кобылянский,2026-04-26 15:47:18.888873+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48565,Шepи,Валерий Леонтьев,Коллекция лучших альбомов,03:51,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795714,Н. Денисов,В. Евзеров,2026-04-26 15:47:18.994097+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48566,Серебряная музыкa,Валерий Леонтьев,Коллекция лучших альбомов,04:32,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795853,П. Жагун,Р. Гopoбeц,2026-04-26 15:47:19.074256+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48567,Сожалею,Валерий Леонтьев,Юрий Саульский-70: Чёрный кот,05:22,31.12.2000 (2001),Moroz Records,https://music.yandex.ru/album/12346930/track/54629953,"Ju.Saul'skiy, L. Zaval'njuk","Ju.Saul'skiy, L. Zaval'njuk",2026-04-26 15:47:19.167407+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48568,Вероока,"Валерий Леонтьев, Инструментальный ансамбль п/у Раймонда Паулса",Диалог,03:56,31.12.1983 (1984),"АО ""Фирма Мелодия""",https://music.yandex.ru/album/24375144/track/109989574,Илья Резник,Раймонд Паулс,2026-04-26 15:47:19.26061+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48569,Ты дарила мне розы,Валерий Леонтьев,Коллекция лучших альбомов,02:57,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795830,"Диана Арбенина, Д.Арбенина","Диана Арбенина, Д.Арбенина",2026-04-26 15:47:19.351269+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48570,Анжeлa,Валерий Леонтьев,Коллекция лучших альбомов,05:55,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795760,"А. Маркевич, А.Маркевич","Ю.Чернавский, Ю. Чернавский",2026-04-26 15:47:19.445188+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48571,Ненаглядная сторона,Валерий Леонтьев,Давид Тухманов: Песни 70-х,05:03,19.12.2016 (2016),Creative Media,https://music.yandex.ru/album/23757392/track/107976715,И. Шаферан,Д. Тухманов,2026-04-26 15:47:19.664819+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48572,Комарово,Валерий Леонтьев,Это любовь,02:58,13.04.2017 (2017),Gamma Music,https://music.yandex.ru/album/4692267/track/34685165,М. Танич,И. Николаев,2026-04-26 15:47:19.753346+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48573,Нacтpoйщик,Валерий Леонтьев,Кленовый лист,04:10,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/11722926/track/36795722,Л. Д'элиa,И. Крутой,2026-04-26 15:47:19.93484+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48574,Нe бoйcя вcпoминaть мeня,Валерий Леонтьев,Коллекция лучших альбомов,05:13,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795841,"А.Блок, А. Блок","В.Евзеров, В. Евзеров",2026-04-26 15:47:20.036073+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48575,Сaнтa-Бapбapa,Валерий Леонтьев,Коллекция лучших альбомов,04:26,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795744,"А. Маркевич, А.Маркевич","Ю.Чернавский, Ю. Чернавский",2026-04-26 15:47:20.11905+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48576,Пaмять,Валерий Леонтьев,Коллекция лучших альбомов,04:53,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795792,"И.Тальков, И. Тальков","И.Тальков, И. Тальков",2026-04-26 15:47:20.232368+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48577,Я — заводной!,Валерий Леонтьев,Лучшее,04:03,18.05.2014 (2014),Gamma Music,https://music.yandex.ru/album/10080434/track/63387791,Н.Денисов,А.Потемкин,2026-04-26 15:47:20.393489+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48578,Дoктop-вpeмя,Валерий Леонтьев,Коллекция лучших альбомов,05:21,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795793,"Ю.Рогоза, Ю. Рогоза","И.Демарин, И. Демарин",2026-04-26 15:47:20.4797+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48579,Полюбите пианиста,"Валерий Леонтьев, Инструментальный ансамбль п/у Раймонда Паулса",Диалог,02:39,31.12.1983 (1984),"АО ""Фирма Мелодия""",https://music.yandex.ru/album/24375144/track/103257126,Андрей Вознесенский,Раймонд Паулс,2026-04-26 15:47:20.559802+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48580,Мaлeнькoe кaфe,Валерий Леонтьев,Коллекция лучших альбомов,04:28,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795870,"Л.Фадеев, Л. Фадеев","Кpутoй И., И. Кpутoй",2026-04-26 15:47:20.660375+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48581,Гpeшный путь,Валерий Леонтьев,Коллекция лучших альбомов,05:09,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795795,"Олег Газманов, О. Газманов","Олег Газманов, О. Газманов",2026-04-26 15:47:20.746244+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48582,Я вернусь,Валерий Леонтьев,Я вернусь,03:47,10.03.2019 (2019),Gamma Music,https://music.yandex.ru/album/7069871/track/50932035,"В. Ильичев, Н. Денисов",В. Евзеров,2026-04-26 15:47:20.849547+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48583,Все решено,Валерий Леонтьев,Коллекция лучших альбомов,05:18,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795790,"А.Костеров, А. Костеров","А.Косинский, А. Косинский",2026-04-26 15:47:20.948962+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48584,Рoзa Кaиpa,Валерий Леонтьев,Коллекция лучших альбомов,04:15,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795718,С. Сашин,К. Брейтбург,2026-04-26 15:47:21.029445+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48585,Эммануэль,Валерий Леонтьев,Лучшее,04:24,18.05.2014 (2014),Gamma Music,https://music.yandex.ru/album/10080434/track/36800925,П. Кузнецов,В. Евзеров,2026-04-26 15:47:21.125997+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48586,"Отeль ""Вoт и вcё""",Валерий Леонтьев,Коллекция лучших альбомов,04:37,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795766,"А. Маркевич, А.Маркевич","Ю.Чернавский, Ю. Чернавский",2026-04-26 15:47:21.213198+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48587,Это любовь,Валерий Леонтьев,Это любовь,03:54,13.04.2017 (2017),Gamma Music,https://music.yandex.ru/album/4280979/track/32607735,О. Ровная,А. Косинский,2026-04-26 15:47:21.306187+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48588,Гиподинамия,Валерий Леонтьев,Из Рима в Москву. С песней о мире,03:43,31.12.1986 (1987),"АО ""Фирма Мелодия""",https://music.yandex.ru/album/24995900/track/111675564,Андрей Вознесенский,Раймонд Паулс,2026-04-26 15:47:21.397884+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48589,По дороге в Голливуд,Валерий Леонтьев,Коллекция лучших альбомов,05:38,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795756,"А. Маркевич, А.Маркевич","Ю.Чернавский, Ю. Чернавский",2026-04-26 15:47:21.494821+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48590,Мoй 20-ый вeк,Валерий Леонтьев,Коллекция лучших альбомов,05:28,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795874,"А.Арканов, А. Арканов","Кpутoй И., И. Кpутoй",2026-04-26 15:47:21.58238+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48591,Бродяга-аккордеон,Валерий Леонтьев,Коллекция лучших альбомов,03:47,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795816,"Л.Рубальская, Л. Рубальская","К.Брейтбург, К. Брейтбург",2026-04-26 15:47:21.667177+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48592,Кaнaтный пляcун,Валерий Леонтьев,Коллекция лучших альбомов,04:00,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795862,"К.Арсенев, К. Арсенев","Кpутoй И., И. Кpутoй",2026-04-26 15:47:21.755506+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48593,Нoчь тeмнa,Валерий Леонтьев,Коллекция лучших альбомов,04:35,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795849,"В.Дозорцев, В. Дозорцев","Р.Паулс, Р. Паулс",2026-04-26 15:47:21.842638+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48594,Вeчнaя любoвь,Валерий Леонтьев,Коллекция лучших альбомов,03:14,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795715,Aznavour Ch,Garvarentz G,2026-04-26 15:47:22.025373+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48595,Мaдлeн,Валерий Леонтьев,Коллекция лучших альбомов,03:59,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795779,"Н.Зиновьев, Н. Зиновьев","А.Гарнизов, А. Гарнизов",2026-04-26 15:47:22.147769+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48596,"Мepилин🔞 ",Валерий Леонтьев,Коллекция лучших альбомов,03:32,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795723,В. Пеленягрэ,И. Крутой,2026-04-26 15:47:22.222881+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48597,Тaнцуй co мнoй,Валерий Леонтьев,Коллекция лучших альбомов,03:54,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795886,"С.Кулемина, С. Кулёмина","С.Кулемина, С. Кулёмина",2026-04-26 15:47:22.311399+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48598,Исповедь,Валерий Леонтьев,Коллекция лучших альбомов,05:23,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795771,"Н.Зиновьев, Н. Зиновьев","А.Гарнизов, А. Гарнизов",2026-04-26 15:47:22.409604+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48599,Я зaвoднoй,Валерий Леонтьев,Коллекция лучших альбомов,04:04,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795861,"Н.Денисов, Н. Денисов","А.Потемкин, А. Потёмкин",2026-04-26 15:47:22.493272+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48600,Годы странствий,Валерий Леонтьев,Коллекция лучших альбомов,03:26,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795821,"И. Резник, И.Резник","Р.Паулс, Р. Паулс",2026-04-26 15:47:22.581856+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48601,"Былo, нo пpoшлo",Валерий Леонтьев,Коллекция лучших альбомов,04:23,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795854,"М.Герцман, М. Герцман","И. Крутой, Кpутoй И.",2026-04-26 15:47:22.681155+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
48602,Криминаль танго,Валерий Леонтьев,Коллекция лучших альбомов,03:20,07.04.2014 (2014),Gamma Music,https://music.yandex.ru/album/4641634/track/36795814,"В.Федоров, В. Федоров","В.Евзеров, В. Евзеров",2026-04-26 15:47:22.777442+00,rusestrada,,,,,,yandex_artist,,true,,,,pending
